word,definitionUrl,partOfSpeech,cefrLevel,americanPronUrl,britishPronUrl
kill,/definition/english/kill_1,verb,a2,/media/english/us_pron/k/kil/kill_/kill__us_1.mp3,/media/english/uk_pron/k/kil/kill_/kill__gb_2.mp3
killing,/definition/english/killing_1,noun,b1,/media/english/us_pron/k/kil/killi/killing__us_3.mp3,/media/english/uk_pron/k/kil/killi/killing__gb_3.mp3
kilometre,/definition/english/kilometre,noun,a1,/media/english/us_pron/k/kil/kilom/kilometre__us_3_rr.mp3,/media/english/uk_pron/k/kil/kilom/kilometre__gb_2.mp3
kind,/definition/english/kind_2,adjective,b1,/media/english/us_pron/k/kin/kind_/kind__us_1.mp3,/media/english/uk_pron/k/kin/kind_/kind__gb_2.mp3
kind,/definition/english/kind_1,noun,a1,/media/english/us_pron/k/kin/kind_/kind__us_1.mp3,/media/english/uk_pron/k/kin/kind_/kind__gb_2.mp3
king,/definition/english/king,noun,a2,/media/english/us_pron/k/kin/king_/king__us_1.mp3,/media/english/uk_pron/k/kin/king_/king__gb_2.mp3
kingdom,/definition/english/kingdom,noun,c1,/media/english/us_pron/k/kin/kingd/kingdom__us_1.mp3,/media/english/uk_pron/k/kin/kingd/kingdom__gb_2.mp3
kiss,/definition/english/kiss_2,noun,b1,/media/english/us_pron/k/kis/kiss_/kiss__us_1.mp3,/media/english/uk_pron/k/kis/kiss_/kiss__gb_3.mp3
kiss,/definition/english/kiss_1,verb,b1,/media/english/us_pron/k/kis/kiss_/kiss__us_1.mp3,/media/english/uk_pron/k/kis/kiss_/kiss__gb_3.mp3
kit,/definition/english/kit_1,noun,b2,/media/english/us_pron/k/kit/kit__/kit__us_1.mp3,/media/english/uk_pron/k/kit/kit__/kit__gb_2.mp3
kitchen,/definition/english/kitchen,noun,a1,/media/english/us_pron/k/kit/kitch/kitchen__us_2.mp3,/media/english/uk_pron/k/kit/kitch/kitchen__gb_2.mp3
knee,/definition/english/knee_1,noun,a2,/media/english/us_pron/k/kne/knee_/knee__us_1.mp3,/media/english/uk_pron/k/kne/knee_/knee__gb_3.mp3
knife,/definition/english/knife_1,noun,a2,/media/english/us_pron/k/kni/knife/knife__us_1.mp3,/media/english/uk_pron/k/kni/knife/knife__gb_2.mp3
knock,/definition/english/knock_2,noun,b1,/media/english/us_pron/k/kno/knock/knock__us_1.mp3,/media/english/uk_pron/k/kno/knock/knock__gb_2.mp3
knock,/definition/english/knock_1,verb,a2,/media/english/us_pron/k/kno/knock/knock__us_1.mp3,/media/english/uk_pron/k/kno/knock/knock__gb_2.mp3
know,/definition/english/know_1,verb,a1,/media/english/us_pron/k/kno/know_/know__us_1.mp3,/media/english/uk_pron/k/kno/know_/know__gb_2.mp3
knowledge,/definition/english/knowledge,noun,a2,/media/english/us_pron/k/kno/knowl/knowledge__us_2.mp3,/media/english/uk_pron/k/kno/knowl/knowledge__gb_3.mp3
lab,/definition/english/lab_1,noun,a2,/media/english/us_pron/l/lab/lab__/lab__us_1.mp3,/media/english/uk_pron/l/lab/lab__/lab__gb_2.mp3
label,/definition/english/label_1,noun,b1,/media/english/us_pron/l/lab/label/label__us_4.mp3,/media/english/uk_pron/l/lab/label/label__gb_2.mp3
label,/definition/english/label_2,verb,b1,/media/english/us_pron/l/lab/label/label__us_4.mp3,/media/english/uk_pron/l/lab/label/label__gb_2.mp3
laboratory,/definition/english/laboratory,noun,b1,/media/english/us_pron/l/lab/labor/laboratory__us_2.mp3,/media/english/uk_pron/l/lab/labor/laboratory__gb_2.mp3
labour,/definition/english/labour_1,noun,b2,/media/english/us_pron/l/lab/labou/labour__us_2.mp3,/media/english/uk_pron/l/lab/labou/labour__gb_2.mp3
lack,/definition/english/lack_1,noun,b1,/media/english/us_pron/l/lac/lack_/lack__us_1.mp3,/media/english/uk_pron/l/lac/lack_/lack__gb_2.mp3
lack,/definition/english/lack_2,verb,b1,/media/english/us_pron/l/lac/lack_/lack__us_1.mp3,/media/english/uk_pron/l/lac/lack_/lack__gb_2.mp3
lad,/definition/english/lad,noun,c1,/media/english/us_pron/l/lad/lad__/lad__us_1.mp3,/media/english/uk_pron/l/lad/lad__/lad__gb_2.mp3
ladder,/definition/english/ladder_1,noun,b2,/media/english/us_pron/l/lad/ladde/ladder__us_1.mp3,/media/english/uk_pron/l/lad/ladde/ladder__gb_2.mp3
lady,/definition/english/lady,noun,a2,/media/english/us_pron/l/lad/lady_/lady__us_1.mp3,/media/english/uk_pron/l/lad/lady_/lady__gb_1.mp3
lake,/definition/english/lake,noun,a2,/media/english/us_pron/l/lak/lake_/lake__us_1.mp3,/media/english/uk_pron/l/lak/lake_/lake__gb_1.mp3
lamp,/definition/english/lamp_1,noun,a2,/media/english/us_pron/l/lam/lamp_/lamp__us_1.mp3,/media/english/uk_pron/l/lam/lamp_/lamp__gb_2.mp3
land,/definition/english/land_1,noun,a1,/media/english/us_pron/l/lan/land_/land__us_1.mp3,/media/english/uk_pron/l/lan/land_/land__gb_1.mp3
land,/definition/english/land_2,verb,a2,/media/english/us_pron/l/lan/land_/land__us_1.mp3,/media/english/uk_pron/l/lan/land_/land__gb_1.mp3
landing,/definition/english/landing,noun,b2,/media/english/us_pron/l/lan/landi/landing__us_1.mp3,/media/english/uk_pron/l/lan/landi/landing__gb_1.mp3
landlord,/definition/english/landlord,noun,c1,/media/english/us_pron/l/lan/landl/landlord__us_1.mp3,/media/english/uk_pron/l/lan/landl/landlord__gb_1.mp3
landmark,/definition/english/landmark,noun,c1,/media/english/us_pron/l/lan/landm/landmark__us_1.mp3,/media/english/uk_pron/l/lan/landm/landmark__gb_1.mp3
landscape,/definition/english/landscape_1,noun,b2,/media/english/us_pron/l/lan/lands/landscape__us_1.mp3,/media/english/uk_pron/l/lan/lands/landscape__gb_1.mp3
lane,/definition/english/lane,noun,b2,/media/english/us_pron/l/lan/lane_/lane__us_1.mp3,/media/english/uk_pron/l/lan/lane_/lane__gb_1.mp3
language,/definition/english/language,noun,a1,/media/english/us_pron/l/lan/langu/language__us_1.mp3,/media/english/uk_pron/l/lan/langu/language__gb_1.mp3
lap,/definition/english/lap_1,noun,c1,/media/english/us_pron/l/lap/lap__/lap__us_1.mp3,/media/english/uk_pron/l/lap/lap__/lap__gb_1.mp3
laptop,/definition/english/laptop,noun,a2,/media/english/us_pron/l/lap/lapto/laptop__us_1.mp3,/media/english/uk_pron/l/lap/lapto/laptop__gb_1.mp3
large,/definition/english/large_1,adjective,a1,/media/english/us_pron/l/lar/large/large__us_1.mp3,/media/english/uk_pron/l/lar/large/large__gb_1.mp3
large-scale,/definition/english/large-scale,adjective,c1,/media/english/us_pron/l/lar/large/large_scale_1_us_2.mp3,/media/english/uk_pron/l/lar/large/large_scale_1_gb_2.mp3
largely,/definition/english/largely,adverb,b2,/media/english/us_pron/l/lar/large/largely__us_1.mp3,/media/english/uk_pron/l/lar/large/largely__gb_2.mp3
laser,/definition/english/laser,noun,c1,/media/english/us_pron/l/las/laser/laser__us_1.mp3,/media/english/uk_pron/l/las/laser/laser__gb_1.mp3
last,/definition/english/last1_2,adverb,a2,/media/english/us_pron/l/las/last_/last__us_1.mp3,/media/english/uk_pron/l/las/last_/last__gb_6.mp3
last,/definition/english/last1_1,determiner,a1,/media/english/us_pron/l/las/last_/last__us_1.mp3,/media/english/uk_pron/l/las/last_/last__gb_6.mp3
last,/definition/english/last1_3,noun,a2,/media/english/us_pron/l/las/last_/last__us_1.mp3,/media/english/uk_pron/l/las/last_/last__gb_6.mp3
last,/definition/english/last1_4,verb,a2,/media/english/us_pron/l/las/last_/last__us_1.mp3,/media/english/uk_pron/l/las/last_/last__gb_6.mp3
late,/definition/english/late_1,adjective,a1,/media/english/us_pron/l/lat/late_/late__us_1.mp3,/media/english/uk_pron/l/lat/late_/late__gb_1.mp3
late,/definition/english/late_2,adverb,a1,/media/english/us_pron/l/lat/late_/late__us_1.mp3,/media/english/uk_pron/l/lat/late_/late__gb_1.mp3
lately,/definition/english/lately,adverb,b2,/media/english/us_pron/l/lat/latel/lately__us_1.mp3,/media/english/uk_pron/l/lat/latel/lately__gb_1.mp3
later,/definition/english/later_2,adjective,a2,/media/english/us_pron/l/lat/later/later__us_1.mp3,/media/english/uk_pron/l/lat/later/later__gb_1.mp3
later,/definition/english/later_1,adverb,a1,/media/english/us_pron/l/lat/later/later__us_1.mp3,/media/english/uk_pron/l/lat/later/later__gb_1.mp3
latest,/definition/english/latest_1,adjective,b1,/media/english/us_pron/l/lat/lates/latest__us_1.mp3,/media/english/uk_pron/l/lat/lates/latest__gb_1.mp3
latest,/definition/english/latest_2,noun,b2,/media/english/us_pron/l/lat/lates/latest__us_1.mp3,/media/english/uk_pron/l/lat/lates/latest__gb_1.mp3
latter,/definition/english/latter_1,adjective,c1,/media/english/us_pron/l/lat/latte/latter__us_1.mp3,/media/english/uk_pron/l/lat/latte/latter__gb_2.mp3
latter,/definition/english/latter_2,noun,c1,/media/english/us_pron/l/lat/latte/latter__us_1.mp3,/media/english/uk_pron/l/lat/latte/latter__gb_2.mp3
laugh,/definition/english/laugh_2,noun,a1,/media/english/us_pron/l/lau/laugh/laugh__us_1.mp3,/media/english/uk_pron/l/lau/laugh/laugh__gb_1.mp3
laugh,/definition/english/laugh_1,verb,a1,/media/english/us_pron/l/lau/laugh/laugh__us_1.mp3,/media/english/uk_pron/l/lau/laugh/laugh__gb_1.mp3
laughter,/definition/english/laughter,noun,a2,/media/english/us_pron/l/lau/laugh/laughter__us_1.mp3,/media/english/uk_pron/l/lau/laugh/laughter__gb_1.mp3
launch,/definition/english/launch_2,noun,b2,/media/english/us_pron/l/lau/launc/launch__us_1.mp3,/media/english/uk_pron/l/lau/launc/launch__gb_1.mp3
launch,/definition/english/launch_1,verb,b2,/media/english/us_pron/l/lau/launc/launch__us_1.mp3,/media/english/uk_pron/l/lau/launc/launch__gb_1.mp3
law,/definition/english/law,noun,a2,/media/english/us_pron/l/law/law__/law__us_1.mp3,/media/english/uk_pron/l/law/law__/law__gb_2.mp3
lawn,/definition/english/lawn,noun,c1,/media/english/us_pron/l/law/lawn_/lawn__us_1.mp3,/media/english/uk_pron/l/law/lawn_/lawn__gb_1.mp3
lawsuit,/definition/english/lawsuit,noun,c1,/media/english/us_pron/l/law/lawsu/lawsuit__us_1.mp3,/media/english/uk_pron/l/law/lawsu/lawsuit__gb_1.mp3
lawyer,/definition/english/lawyer,noun,a2,/media/english/us_pron/l/law/lawye/lawyer__us_1_rr.mp3,/media/english/uk_pron/l/law/lawye/lawyer__gb_5.mp3
lay,/definition/english/lay_1,verb,b1,/media/english/us_pron/l/lay/lay__/lay__us_1.mp3,/media/english/uk_pron/l/lay/lay__/lay__gb_1.mp3
layer,/definition/english/layer_1,noun,b1,/media/english/us_pron/l/lay/layer/layer__us_4.mp3,/media/english/uk_pron/l/lay/layer/layer__gb_3.mp3
layout,/definition/english/layout,noun,c1,/media/english/us_pron/l/lay/layou/layout__us_1.mp3,/media/english/uk_pron/l/lay/layou/layout__gb_1.mp3
lazy,/definition/english/lazy,adjective,a2,/media/english/us_pron/l/laz/lazy_/lazy__us_1.mp3,/media/english/uk_pron/l/laz/lazy_/lazy__gb_1.mp3
lead,/definition/english/lead1_2#lead_hm1_sng_21,noun,b1,/media/english/us_pron/l/lea/lead_/lead__us_1.mp3,/media/english/uk_pron/l/lea/lead_/lead__gb_1.mp3
lead,/definition/english/lead1_1,verb,a2,/media/english/us_pron/l/lea/lead_/lead__us_1.mp3,/media/english/uk_pron/l/lea/lead_/lead__gb_1.mp3
leader,/definition/english/leader,noun,a2,/media/english/us_pron/l/lea/leade/leader__us_1.mp3,/media/english/uk_pron/l/lea/leade/leader__gb_1.mp3
leadership,/definition/english/leadership,noun,b2,/media/english/us_pron/l/lea/leade/leadership__us_1.mp3,/media/english/uk_pron/l/lea/leade/leadership__gb_1.mp3
leading,/definition/english/leading1,adjective,b1,/media/english/us_pron/l/lea/leadi/leading__us_5.mp3,/media/english/uk_pron/l/lea/leadi/leading__gb_1.mp3
leaf,/definition/english/leaf_1,noun,b1,/media/english/us_pron/l/lea/leaf_/leaf__us_1.mp3,/media/english/uk_pron/l/lea/leaf_/leaf__gb_1.mp3
leaflet,/definition/english/leaflet_1,noun,b2,/media/english/us_pron/l/lea/leafl/leaflet__us_1.mp3,/media/english/uk_pron/l/lea/leafl/leaflet__gb_1.mp3
league,/definition/english/league,noun,b2,/media/english/us_pron/l/lea/leagu/league__us_1.mp3,/media/english/uk_pron/l/lea/leagu/league__gb_1.mp3
leak,/definition/english/leak_2,noun,c1,/media/english/us_pron/l/lea/leak_/leak__us_1.mp3,/media/english/uk_pron/l/lea/leak_/leak__gb_1.mp3
leak,/definition/english/leak_1,verb,c1,/media/english/us_pron/l/lea/leak_/leak__us_1.mp3,/media/english/uk_pron/l/lea/leak_/leak__gb_1.mp3
lean,/definition/english/lean_1,verb,b2,/media/english/us_pron/l/lea/lean_/lean__us_1.mp3,/media/english/uk_pron/l/lea/lean_/lean__gb_1.mp3
leap,/definition/english/leap_2,noun,c1,/media/english/us_pron/l/lea/leap_/leap__us_1.mp3,/media/english/uk_pron/l/lea/leap_/leap__gb_1.mp3
leap,/definition/english/leap_1,verb,c1,/media/english/us_pron/l/lea/leap_/leap__us_1.mp3,/media/english/uk_pron/l/lea/leap_/leap__gb_1.mp3
learn,/definition/english/learn,verb,a1,/media/english/us_pron/l/lea/learn/learn__us_1.mp3,/media/english/uk_pron/l/lea/learn/learn__gb_1.mp3
learning,/definition/english/learning,noun,a2,/media/english/us_pron/l/lea/learn/learning__us_1.mp3,/media/english/uk_pron/l/lea/learn/learning__gb_1.mp3
least,/definition/english/least_2,adverb,a2,/media/english/us_pron/l/lea/least/least__us_1.mp3,/media/english/uk_pron/l/lea/least/least__gb_1.mp3
least,/definition/english/least_1,determiner,a2,/media/english/us_pron/l/lea/least/least__us_1.mp3,/media/english/uk_pron/l/lea/least/least__gb_1.mp3
least,/definition/english/least_1,pronoun,a2,/media/english/us_pron/l/lea/least/least__us_1.mp3,/media/english/uk_pron/l/lea/least/least__gb_1.mp3
leather,/definition/english/leather,noun,b1,/media/english/us_pron/l/lea/leath/leather__us_1.mp3,/media/english/uk_pron/l/lea/leath/leather__gb_1.mp3
leave,/definition/english/leave_2,noun,b2,/media/english/us_pron/l/lea/leave/leave__us_1.mp3,/media/english/uk_pron/l/lea/leave/leave__gb_1.mp3
leave,/definition/english/leave_1,verb,a1,/media/english/us_pron/l/lea/leave/leave__us_1.mp3,/media/english/uk_pron/l/lea/leave/leave__gb_1.mp3
lecture,/definition/english/lecture_1,noun,a2,/media/english/us_pron/l/lec/lectu/lecture__us_1.mp3,/media/english/uk_pron/l/lec/lectu/lecture__gb_2.mp3
lecture,/definition/english/lecture_2,verb,a2,/media/english/us_pron/l/lec/lectu/lecture__us_1.mp3,/media/english/uk_pron/l/lec/lectu/lecture__gb_2.mp3
left,/definition/english/left_1,adjective,a1,/media/english/us_pron/l/lef/left_/left__us_2.mp3,/media/english/uk_pron/l/lef/left_/left__gb_4.mp3
left,/definition/english/left_2,adverb,a1,/media/english/us_pron/l/lef/left_/left__us_2.mp3,/media/english/uk_pron/l/lef/left_/left__gb_4.mp3
left,/definition/english/left_3,noun,a1,/media/english/us_pron/l/lef/left_/left__us_2.mp3,/media/english/uk_pron/l/lef/left_/left__gb_4.mp3
leg,/definition/english/leg_1,noun,a1,/media/english/us_pron/l/leg/leg__/leg__us_1.mp3,/media/english/uk_pron/l/leg/leg__/leg__gb_6.mp3
legacy,/definition/english/legacy_1,noun,c1,/media/english/us_pron/l/leg/legac/legacy__us_1.mp3,/media/english/uk_pron/l/leg/legac/legacy__gb_1.mp3
legal,/definition/english/legal,adjective,b1,/media/english/us_pron/l/leg/legal/legal__us_1.mp3,/media/english/uk_pron/l/leg/legal/legal__gb_2.mp3
legend,/definition/english/legend,noun,b2,/media/english/us_pron/l/leg/legen/legend__us_1.mp3,/media/english/uk_pron/l/leg/legen/legend__gb_1.mp3
legendary,/definition/english/legendary,adjective,c1,/media/english/us_pron/l/leg/legen/legendary__us_1.mp3,/media/english/uk_pron/l/leg/legen/legendary__gb_1.mp3
legislation,/definition/english/legislation,noun,c1,/media/english/us_pron/l/leg/legis/legislation__us_1.mp3,/media/english/uk_pron/l/leg/legis/legislation__gb_3.mp3
legislative,/definition/english/legislative,adjective,c1,/media/english/us_pron/l/leg/legis/legislative__us_1.mp3,/media/english/uk_pron/l/leg/legis/legislative__gb_1.mp3
legislature,/definition/english/legislature,noun,c1,/media/english/us_pron/l/leg/legis/legislature__us_1.mp3,/media/english/uk_pron/l/leg/legis/legislature__gb_2.mp3
legitimate,/definition/english/legitimate,adjective,c1,/media/english/us_pron/l/leg/legit/legitimate__us_1.mp3,/media/english/uk_pron/l/leg/legit/legitimate__gb_1.mp3
leisure,/definition/english/leisure,noun,b1,/media/english/us_pron/l/lei/leisu/leisure__us_1_rr.mp3,/media/english/uk_pron/l/lei/leisu/leisure__gb_1.mp3
lemon,/definition/english/lemon_1,noun,a2,/media/english/us_pron/l/lem/lemon/lemon__us_2.mp3,/media/english/uk_pron/l/lem/lemon/lemon__gb_2.mp3
lend,/definition/english/lend,verb,a2,/media/english/us_pron/l/len/lend_/lend__us_1.mp3,/media/english/uk_pron/l/len/lend_/lend__gb_3.mp3
length,/definition/english/length,noun,b1,/media/english/us_pron/l/len/lengt/length__us_3.mp3,/media/english/uk_pron/l/len/lengt/length__gb_2.mp3
lengthy,/definition/english/lengthy,adjective,c1,/media/english/us_pron/l/len/lengt/lengthy__us_1_rr.mp3,/media/english/uk_pron/l/len/lengt/lengthy__gb_2.mp3
lens,/definition/english/lens,noun,b2,/media/english/us_pron/l/len/lens_/lens__us_1.mp3,/media/english/uk_pron/l/len/lens_/lens__gb_1.mp3
lesbian,/definition/english/lesbian_1,adjective,c1,/media/english/us_pron/l/les/lesbi/lesbian__us_1.mp3,/media/english/uk_pron/l/les/lesbi/lesbian__gb_1.mp3
less,/definition/english/less_3,adverb,a2,/media/english/us_pron/l/les/less_/less__us_1.mp3,/media/english/uk_pron/l/les/less_/less__gb_1.mp3
less,/definition/english/less_1,determiner,a2,/media/english/us_pron/l/les/less_/less__us_1.mp3,/media/english/uk_pron/l/les/less_/less__gb_1.mp3
less,/definition/english/less_1,pronoun,a2,/media/english/us_pron/l/les/less_/less__us_1.mp3,/media/english/uk_pron/l/les/less_/less__gb_1.mp3
lesser,/definition/english/lesser_1,adjective,c1,/media/english/us_pron/l/les/lesse/lesser__us_1.mp3,/media/english/uk_pron/l/les/lesse/lesser__gb_1.mp3
lesson,/definition/english/lesson,noun,a1,/media/english/us_pron/l/les/lesso/lesson__us_4.mp3,/media/english/uk_pron/l/les/lesso/lesson__gb_1.mp3
let,/definition/english/let_1,verb,a1,/media/english/us_pron/l/let/let__/let__us_1.mp3,/media/english/uk_pron/l/let/let__/let__gb_1.mp3
lethal,/definition/english/lethal,adjective,c1,/media/english/us_pron/l/let/letha/lethal__us_1.mp3,/media/english/uk_pron/l/let/letha/lethal__gb_1.mp3
letter,/definition/english/letter_1,noun,a1,/media/english/us_pron/l/let/lette/letter__us_3.mp3,/media/english/uk_pron/l/let/lette/letter__gb_2.mp3
level,/definition/english/level_2,adjective,b1,/media/english/us_pron/l/lev/level/level__us_2.mp3,/media/english/uk_pron/l/lev/level/level__gb_2.mp3
level,/definition/english/level_1,noun,a2,/media/english/us_pron/l/lev/level/level__us_2.mp3,/media/english/uk_pron/l/lev/level/level__gb_2.mp3
level,/definition/english/level_3,verb,b2,/media/english/us_pron/l/lev/level/level__us_2.mp3,/media/english/uk_pron/l/lev/level/level__gb_2.mp3
liable,/definition/english/liable,adjective,c1,/media/english/us_pron/l/lia/liabl/liable__us_1.mp3,/media/english/uk_pron/l/lia/liabl/liable__gb_1.mp3
liberal,/definition/english/liberal_1,adjective,c1,/media/english/us_pron/l/lib/liber/liberal__us_1_rr.mp3,/media/english/uk_pron/l/lib/liber/liberal__gb_4.mp3
liberal,/definition/english/liberal_2,noun,c1,/media/english/us_pron/l/lib/liber/liberal__us_1_rr.mp3,/media/english/uk_pron/l/lib/liber/liberal__gb_4.mp3
liberation,/definition/english/liberation,noun,c1,/media/english/us_pron/l/lib/liber/liberation__us_1.mp3,/media/english/uk_pron/l/lib/liber/liberation__gb_1.mp3
liberty,/definition/english/liberty_1,noun,c1,/media/english/us_pron/l/lib/liber/liberty__us_1.mp3,/media/english/uk_pron/l/lib/liber/liberty__gb_1.mp3
library,/definition/english/library,noun,a1,/media/english/us_pron/l/lib/libra/library__us_1.mp3,/media/english/uk_pron/l/lib/libra/library__gb_1.mp3
licence,/definition/english/licence,noun,b2,/media/english/us_pron/l/lic/licen/licence__us_2.mp3,/media/english/uk_pron/l/lic/licen/licence__gb_1.mp3
license,/definition/english/license_1,verb,c1,/media/english/us_pron/l/lic/licen/license__us_1.mp3,/media/english/uk_pron/l/lic/licen/license__gb_1.mp3
lie,/definition/english/lie2_2,noun,b1,/media/english/us_pron/l/lie/lie__/lie__us_1.mp3,/media/english/uk_pron/l/lie/lie__/lie__gb_1.mp3
lie,/definition/english/lie1_1,verb,a1,/media/english/us_pron/l/lie/lie__/lie__us_1.mp3,/media/english/uk_pron/l/lie/lie__/lie__gb_1.mp3
lie,/definition/english/lie2_1,verb,b1,/media/english/us_pron/l/lie/lie__/lie__us_1.mp3,/media/english/uk_pron/l/lie/lie__/lie__gb_1.mp3
life,/definition/english/life_1,noun,a1,/media/english/us_pron/l/lif/life_/life__us_1.mp3,/media/english/uk_pron/l/lif/life_/life__gb_3.mp3
lifelong,/definition/english/lifelong,adjective,c1,/media/english/us_pron/l/lif/lifel/lifelong__us_3.mp3,/media/english/uk_pron/l/lif/lifel/lifelong__gb_1.mp3
lifestyle,/definition/english/lifestyle,noun,a2,/media/english/us_pron/l/lif/lifes/lifestyle__us_2.mp3,/media/english/uk_pron/l/lif/lifes/lifestyle__gb_2.mp3
lifetime,/definition/english/lifetime,noun,b2,/media/english/us_pron/l/lif/lifet/lifetime__us_1.mp3,/media/english/uk_pron/l/lif/lifet/lifetime__gb_1.mp3
lift,/definition/english/lift_2,noun,a2,/media/english/us_pron/l/lif/lift_/lift__us_1.mp3,/media/english/uk_pron/l/lif/lift_/lift__gb_2.mp3
lift,/definition/english/lift_1,verb,a2,/media/english/us_pron/l/lif/lift_/lift__us_1.mp3,/media/english/uk_pron/l/lif/lift_/lift__gb_2.mp3
light,/definition/english/light_2,adjective,a1,/media/english/us_pron/l/lig/light/light__us_1.mp3,/media/english/uk_pron/l/lig/light/light__gb_2.mp3
light,/definition/english/light_1,noun,a1,/media/english/us_pron/l/lig/light/light__us_1.mp3,/media/english/uk_pron/l/lig/light/light__gb_2.mp3
light,/definition/english/light_3,verb,a2,/media/english/us_pron/l/lig/light/light__us_1.mp3,/media/english/uk_pron/l/lig/light/light__gb_2.mp3
lighting,/definition/english/lighting,noun,b2,/media/english/us_pron/l/lig/light/lighting__us_1.mp3,/media/english/uk_pron/l/lig/light/lighting__gb_1.mp3
like,/definition/english/like_4,noun,b1,/media/english/us_pron/l/lik/like_/like__us_1.mp3,/media/english/uk_pron/l/lik/like_/like__gb_1.mp3
like,/definition/english/like_1,preposition,a1,/media/english/us_pron/l/lik/like_/like__us_1.mp3,/media/english/uk_pron/l/lik/like_/like__gb_1.mp3
like,/definition/english/like_3,verb,a1,/media/english/us_pron/l/lik/like_/like__us_1.mp3,/media/english/uk_pron/l/lik/like_/like__gb_1.mp3
likelihood,/definition/english/likelihood,noun,c1,/media/english/us_pron/l/lik/likel/likelihood__us_1.mp3,/media/english/uk_pron/l/lik/likel/likelihood__gb_1.mp3
likely,/definition/english/likely_1,adjective,a2,/media/english/us_pron/l/lik/likel/likely__us_2.mp3,/media/english/uk_pron/l/lik/likel/likely__gb_2.mp3
likewise,/definition/english/likewise,adverb,b2,/media/english/us_pron/l/lik/likew/likewise__us_1.mp3,/media/english/uk_pron/l/lik/likew/likewise__gb_1.mp3
limb,/definition/english/limb,noun,c1,/media/english/us_pron/l/lim/limb_/limb__us_1.mp3,/media/english/uk_pron/l/lim/limb_/limb__gb_1.mp3
limit,/definition/english/limit_1,noun,b1,/media/english/us_pron/l/lim/limit/limit__us_1.mp3,/media/english/uk_pron/l/lim/limit/limit__gb_2.mp3
limit,/definition/english/limit_2,verb,b1,/media/english/us_pron/l/lim/limit/limit__us_1.mp3,/media/english/uk_pron/l/lim/limit/limit__gb_2.mp3
limitation,/definition/english/limitation,noun,b2,/media/english/us_pron/l/lim/limit/limitation__us_1.mp3,/media/english/uk_pron/l/lim/limit/limitation__gb_2.mp3
limited,/definition/english/limited,adjective,b2,/media/english/us_pron/l/lim/limit/limited__us_4.mp3,/media/english/uk_pron/l/lim/limit/limited__gb_1.mp3
line,/definition/english/line_1,noun,a1,/media/english/us_pron/l/lin/line_/line__us_1.mp3,/media/english/uk_pron/l/lin/line_/line__gb_1.mp3
line,/definition/english/line_2,verb,b2,/media/english/us_pron/l/lin/line_/line__us_1.mp3,/media/english/uk_pron/l/lin/line_/line__gb_1.mp3
line-up,/definition/english/line-up_2,noun,c1,/media/english/us_pron/l/lin/line_/line_up_1_us_1.mp3,/media/english/uk_pron/l/lin/line_/line_up_1_gb_1.mp3
linear,/definition/english/linear,adjective,c1,/media/english/us_pron/l/lin/linea/linear__us_1.mp3,/media/english/uk_pron/l/lin/linea/linear__gb_1.mp3
linger,/definition/english/linger,verb,c1,/media/english/us_pron/l/lin/linge/linger__us_1.mp3,/media/english/uk_pron/l/lin/linge/linger__gb_1.mp3
link,/definition/english/link_1,noun,a2,/media/english/us_pron/l/lin/link_/link__us_1.mp3,/media/english/uk_pron/l/lin/link_/link__gb_2.mp3
link,/definition/english/link_2,verb,a2,/media/english/us_pron/l/lin/link_/link__us_1.mp3,/media/english/uk_pron/l/lin/link_/link__gb_2.mp3
lion,/definition/english/lion,noun,a1,/media/english/us_pron/l/lio/lion_/lion__us_2.mp3,/media/english/uk_pron/l/lio/lion_/lion__gb_2.mp3
lip,/definition/english/lip,noun,b1,/media/english/us_pron/l/lip/lip__/lip__us_1.mp3,/media/english/uk_pron/l/lip/lip__/lip__gb_1.mp3
liquid,/definition/english/liquid_2,adjective,b1,/media/english/us_pron/l/liq/liqui/liquid__us_3.mp3,/media/english/uk_pron/l/liq/liqui/liquid__gb_1.mp3
liquid,/definition/english/liquid_1,noun,b1,/media/english/us_pron/l/liq/liqui/liquid__us_3.mp3,/media/english/uk_pron/l/liq/liqui/liquid__gb_1.mp3
list,/definition/english/list_1,noun,a1,/media/english/us_pron/l/lis/list_/list__us_1.mp3,/media/english/uk_pron/l/lis/list_/list__gb_1.mp3
list,/definition/english/list_2,verb,a1,/media/english/us_pron/l/lis/list_/list__us_1.mp3,/media/english/uk_pron/l/lis/list_/list__gb_1.mp3
listen,/definition/english/listen_1,verb,a1,/media/english/us_pron/l/lis/liste/listen__us_1.mp3,/media/english/uk_pron/l/lis/liste/listen__gb_1.mp3
listener,/definition/english/listener,noun,a2,/media/english/us_pron/l/lis/liste/listener__us_1.mp3,/media/english/uk_pron/l/lis/liste/listener__gb_1.mp3
listing,/definition/english/listing,noun,c1,/media/english/us_pron/l/lis/listi/listing__us_1.mp3,/media/english/uk_pron/l/lis/listi/listing__gb_1.mp3
literacy,/definition/english/literacy,noun,c1,/media/english/us_pron/l/lit/liter/literacy__us_1.mp3,/media/english/uk_pron/l/lit/liter/literacy__gb_2.mp3
literally,/definition/english/literally,adverb,b2,/media/english/us_pron/l/lit/liter/literally__us_1.mp3,/media/english/uk_pron/l/lit/liter/literally__gb_1.mp3
