word,definitionUrl,partOfSpeech,cefrLevel,americanPronUrl,britishPronUrl
craft,/definition/english/craft_2,verb,c1,/media/english/us_pron/c/cra/craft/craft__us_1.mp3,/media/english/uk_pron/c/cra/craft/craft__gb_1.mp3
crash,/definition/english/crash_1,noun,b2,/media/english/us_pron/c/cra/crash/crash__us_1.mp3,/media/english/uk_pron/c/cra/crash/crash__gb_2.mp3
crash,/definition/english/crash_2,verb,b2,/media/english/us_pron/c/cra/crash/crash__us_1.mp3,/media/english/uk_pron/c/cra/crash/crash__gb_2.mp3
crawl,/definition/english/crawl_1,verb,c1,/media/english/us_pron/c/cra/crawl/crawl__us_1.mp3,/media/english/uk_pron/c/cra/crawl/crawl__gb_1.mp3
crazy,/definition/english/crazy_1,adjective,a2,/media/english/us_pron/c/cra/crazy/crazy__us_2.mp3,/media/english/uk_pron/c/cra/crazy/crazy__gb_1.mp3
cream,/definition/english/cream_2,adjective,b1,/media/english/us_pron/c/cre/cream/cream__us_1.mp3,/media/english/uk_pron/c/cre/cream/cream__gb_1.mp3
cream,/definition/english/cream_1,noun,a1,/media/english/us_pron/c/cre/cream/cream__us_1.mp3,/media/english/uk_pron/c/cre/cream/cream__gb_1.mp3
create,/definition/english/create,verb,a1,/media/english/us_pron/c/cre/creat/create__us_1.mp3,/media/english/uk_pron/c/cre/creat/create__gb_5.mp3
creation,/definition/english/creation,noun,b2,/media/english/us_pron/c/cre/creat/creation__us_2.mp3,/media/english/uk_pron/c/cre/creat/creation__gb_1.mp3
creative,/definition/english/creative_1,adjective,a2,/media/english/us_pron/c/cre/creat/creative__us_2.mp3,/media/english/uk_pron/c/cre/creat/creative__gb_3.mp3
creativity,/definition/english/creativity,noun,b2,/media/english/us_pron/c/cre/creat/creativity__us_1.mp3,/media/english/uk_pron/c/cre/creat/creativity__gb_1.mp3
creator,/definition/english/creator,noun,c1,/media/english/us_pron/c/cre/creat/creator__us_1.mp3,/media/english/uk_pron/c/cre/creat/creator__gb_1.mp3
creature,/definition/english/creature,noun,b2,/media/english/us_pron/c/cre/creat/creature__us_2.mp3,/media/english/uk_pron/c/cre/creat/creature__gb_1.mp3
credibility,/definition/english/credibility,noun,c1,/media/english/us_pron/c/cre/credi/credibility__us_1.mp3,/media/english/uk_pron/c/cre/credi/credibility__gb_1.mp3
credible,/definition/english/credible,adjective,c1,/media/english/us_pron/c/cre/credi/credible__us_1.mp3,/media/english/uk_pron/c/cre/credi/credible__gb_3.mp3
credit,/definition/english/credit_1,noun,a2,/media/english/us_pron/c/cre/credi/credit__us_1.mp3,/media/english/uk_pron/c/cre/credi/credit__gb_1.mp3
credit,/definition/english/credit_2,verb,b2,/media/english/us_pron/c/cre/credi/credit__us_1.mp3,/media/english/uk_pron/c/cre/credi/credit__gb_1.mp3
creep,/definition/english/creep_1,verb,c1,/media/english/us_pron/c/cre/creep/creep__us_1.mp3,/media/english/uk_pron/c/cre/creep/creep__gb_1.mp3
crew,/definition/english/crew_1,noun,b2,/media/english/us_pron/c/cre/crew_/crew__us_1.mp3,/media/english/uk_pron/c/cre/crew_/crew__gb_1.mp3
crime,/definition/english/crime,noun,a2,/media/english/us_pron/c/cri/crime/crime__us_1.mp3,/media/english/uk_pron/c/cri/crime/crime__gb_2.mp3
criminal,/definition/english/criminal_2,adjective,b1,/media/english/us_pron/c/cri/crimi/criminal__us_3.mp3,/media/english/uk_pron/c/cri/crimi/criminal__gb_2.mp3
criminal,/definition/english/criminal_1,noun,a2,/media/english/us_pron/c/cri/crimi/criminal__us_3.mp3,/media/english/uk_pron/c/cri/crimi/criminal__gb_2.mp3
crisis,/definition/english/crisis_1,noun,b2,/media/english/us_pron/c/cri/crisi/crisis__us_4.mp3,/media/english/uk_pron/c/cri/crisi/crisis__gb_3.mp3
criterion,/definition/english/criterion,noun,b2,/media/english/us_pron/c/cri/crite/criterion__us_2.mp3,/media/english/uk_pron/c/cri/crite/criterion__gb_2.mp3
critic,/definition/english/critic,noun,b2,/media/english/us_pron/c/cri/criti/critic__us_1.mp3,/media/english/uk_pron/c/cri/criti/critic__gb_2.mp3
critical,/definition/english/critical,adjective,b2,/media/english/us_pron/c/cri/criti/critical__us_3.mp3,/media/english/uk_pron/c/cri/criti/critical__gb_2.mp3
critically,/definition/english/critically,adverb,b2,/media/english/us_pron/c/cri/criti/critically__us_1.mp3,/media/english/uk_pron/c/cri/criti/critically__gb_1.mp3
criticism,/definition/english/criticism,noun,b2,/media/english/us_pron/c/cri/criti/criticism__us_3.mp3,/media/english/uk_pron/c/cri/criti/criticism__gb_2.mp3
criticize,/definition/english/criticize,verb,b2,/media/english/us_pron/c/cri/criti/criticize__us_3.mp3,/media/english/uk_pron/c/cri/criti/criticize__gb_1.mp3
critique,/definition/english/critique_1,noun,c1,/media/english/us_pron/c/cri/criti/critique__us_1.mp3,/media/english/uk_pron/c/cri/criti/critique__gb_2.mp3
crop,/definition/english/crop_1,noun,b2,/media/english/us_pron/c/cro/crop_/crop__us_1.mp3,/media/english/uk_pron/c/cro/crop_/crop__gb_1.mp3
cross,/definition/english/cross_2,noun,a2,/media/english/us_pron/c/cro/cross/cross__us_1.mp3,/media/english/uk_pron/c/cro/cross/cross__gb_1.mp3
cross,/definition/english/cross_1,verb,a2,/media/english/us_pron/c/cro/cross/cross__us_1.mp3,/media/english/uk_pron/c/cro/cross/cross__gb_1.mp3
crowd,/definition/english/crowd_1,noun,a2,/media/english/us_pron/c/cro/crowd/crowd__us_1.mp3,/media/english/uk_pron/c/cro/crowd/crowd__gb_1.mp3
crowded,/definition/english/crowded,adjective,a2,/media/english/us_pron/c/cro/crowd/crowded__us_1.mp3,/media/english/uk_pron/c/cro/crowd/crowded__gb_1.mp3
crown,/definition/english/crown_1,noun,c1,/media/english/us_pron/c/cro/crown/crown__us_1.mp3,/media/english/uk_pron/c/cro/crown/crown__gb_1.mp3
crucial,/definition/english/crucial,adjective,b2,/media/english/us_pron/c/cru/cruci/crucial__us_1.mp3,/media/english/uk_pron/c/cru/cruci/crucial__gb_2.mp3
crude,/definition/english/crude_1,adjective,c1,/media/english/us_pron/c/cru/crude/crude__us_1.mp3,/media/english/uk_pron/c/cru/crude/crude__gb_1.mp3
cruel,/definition/english/cruel_1,adjective,b1,/media/english/us_pron/c/cru/cruel/cruel__us_1_rr.mp3,/media/english/uk_pron/c/cru/cruel/cruel__gb_1.mp3
cruise,/definition/english/cruise_1,noun,b2,/media/english/us_pron/c/cru/cruis/cruise__us_1.mp3,/media/english/uk_pron/c/cru/cruis/cruise__gb_1.mp3
cruise,/definition/english/cruise_2,verb,b2,/media/english/us_pron/c/cru/cruis/cruise__us_1.mp3,/media/english/uk_pron/c/cru/cruis/cruise__gb_1.mp3
crush,/definition/english/crush_1,verb,c1,/media/english/us_pron/c/cru/crush/crush__us_1.mp3,/media/english/uk_pron/c/cru/crush/crush__gb_1.mp3
cry,/definition/english/cry_2,noun,b2,/media/english/us_pron/c/cry/cry__/cry__us_1.mp3,/media/english/uk_pron/c/cry/cry__/cry__gb_1.mp3
cry,/definition/english/cry_1,verb,a2,/media/english/us_pron/c/cry/cry__/cry__us_1.mp3,/media/english/uk_pron/c/cry/cry__/cry__gb_1.mp3
crystal,/definition/english/crystal,noun,c1,/media/english/us_pron/c/cry/cryst/crystal__us_1.mp3,/media/english/uk_pron/c/cry/cryst/crystal__gb_1.mp3
cue,/definition/english/cue_1,noun,b2,/media/english/us_pron/c/cue/cue__/cue__us_1.mp3,/media/english/uk_pron/c/cue/cue__/cue__gb_1.mp3
cult,/definition/english/cult_2,adjective,c1,/media/english/us_pron/c/cul/cult_/cult__us_1.mp3,/media/english/uk_pron/c/cul/cult_/cult__gb_1.mp3
cult,/definition/english/cult_1,noun,c1,/media/english/us_pron/c/cul/cult_/cult__us_1.mp3,/media/english/uk_pron/c/cul/cult_/cult__gb_1.mp3
cultivate,/definition/english/cultivate,verb,c1,/media/english/us_pron/c/cul/culti/cultivate__us_1.mp3,/media/english/uk_pron/c/cul/culti/cultivate__gb_1.mp3
cultural,/definition/english/cultural,adjective,b1,/media/english/us_pron/c/cul/cultu/cultural__us_1.mp3,/media/english/uk_pron/c/cul/cultu/cultural__gb_4.mp3
culture,/definition/english/culture_1,noun,a1,/media/english/us_pron/c/cul/cultu/culture__us_2.mp3,/media/english/uk_pron/c/cul/cultu/culture__gb_2.mp3
cup,/definition/english/cup_1,noun,a1,/media/english/us_pron/c/cup/cup__/cup__us_1.mp3,/media/english/uk_pron/c/cup/cup__/cup__gb_3.mp3
cupboard,/definition/english/cupboard,noun,a2,/media/english/us_pron/c/cup/cupbo/cupboard__us_2.mp3,/media/english/uk_pron/c/cup/cupbo/cupboard__gb_2.mp3
cure,/definition/english/cure_2,noun,b2,/media/english/us_pron/c/cur/cure_/cure__us_1.mp3,/media/english/uk_pron/c/cur/cure_/cure__gb_1.mp3
cure,/definition/english/cure_1,verb,b2,/media/english/us_pron/c/cur/cure_/cure__us_1.mp3,/media/english/uk_pron/c/cur/cure_/cure__gb_1.mp3
curiosity,/definition/english/curiosity,noun,c1,/media/english/us_pron/c/cur/curio/curiosity__us_1.mp3,/media/english/uk_pron/c/cur/curio/curiosity__gb_1.mp3
curious,/definition/english/curious,adjective,b2,/media/english/us_pron/c/cur/curio/curious__us_1.mp3,/media/english/uk_pron/c/cur/curio/curious__gb_1.mp3
curly,/definition/english/curly,adjective,a2,/media/english/us_pron/c/cur/curly/curly__us_2.mp3,/media/english/uk_pron/c/cur/curly/curly__gb_1.mp3
currency,/definition/english/currency,noun,b1,/media/english/us_pron/c/cur/curre/currency__us_1.mp3,/media/english/uk_pron/c/cur/curre/currency__gb_2.mp3
current,/definition/english/current_1,adjective,b1,/media/english/us_pron/c/cur/curre/current__us_1.mp3,/media/english/uk_pron/c/cur/curre/current__gb_4.mp3
current,/definition/english/current_2,noun,b2,/media/english/us_pron/c/cur/curre/current__us_1.mp3,/media/english/uk_pron/c/cur/curre/current__gb_4.mp3
currently,/definition/english/currently,adverb,b1,/media/english/us_pron/c/cur/curre/currently__us_1.mp3,/media/english/uk_pron/c/cur/curre/currently__gb_3.mp3
curriculum,/definition/english/curriculum,noun,b2,/media/english/us_pron/c/cur/curri/curriculum__us_1.mp3,/media/english/uk_pron/c/cur/curri/curriculum__gb_1.mp3
curtain,/definition/english/curtain_1,noun,b1,/media/english/us_pron/c/cur/curta/curtain__us_1.mp3,/media/english/uk_pron/c/cur/curta/curtain__gb_2.mp3
curve,/definition/english/curve_1,noun,b2,/media/english/us_pron/c/cur/curve/curve__us_1.mp3,/media/english/uk_pron/c/cur/curve/curve__gb_2.mp3
curve,/definition/english/curve_2,verb,b2,/media/english/us_pron/c/cur/curve/curve__us_1.mp3,/media/english/uk_pron/c/cur/curve/curve__gb_2.mp3
curved,/definition/english/curved,adjective,b2,/media/english/us_pron/c/cur/curve/curved__us_1.mp3,/media/english/uk_pron/c/cur/curve/curved__gb_1.mp3
custody,/definition/english/custody,noun,c1,/media/english/us_pron/c/cus/custo/custody__us_1.mp3,/media/english/uk_pron/c/cus/custo/custody__gb_1.mp3
custom,/definition/english/custom_1,noun,b1,/media/english/us_pron/c/cus/custo/custom__us_1.mp3,/media/english/uk_pron/c/cus/custo/custom__gb_2.mp3
customer,/definition/english/customer,noun,a1,/media/english/us_pron/c/cus/custo/customer__us_1.mp3,/media/english/uk_pron/c/cus/custo/customer__gb_3.mp3
cut,/definition/english/cut_2,noun,b1,/media/english/us_pron/c/cut/cut__/cut__us_1.mp3,/media/english/uk_pron/c/cut/cut__/cut__gb_1.mp3
cut,/definition/english/cut_1,verb,a1,/media/english/us_pron/c/cut/cut__/cut__us_1.mp3,/media/english/uk_pron/c/cut/cut__/cut__gb_1.mp3
cute,/definition/english/cute,adjective,b2,/media/english/us_pron/c/cut/cute_/cute__us_1.mp3,/media/english/uk_pron/c/cut/cute_/cute__gb_1.mp3
cutting,/definition/english/cutting_1,noun,c1,/media/english/us_pron/c/cut/cutti/cutting__us_1.mp3,/media/english/uk_pron/c/cut/cutti/cutting__gb_1.mp3
cycle,/definition/english/cycle_1,noun,a2,/media/english/us_pron/c/cyc/cycle/cycle__us_1.mp3,/media/english/uk_pron/c/cyc/cycle/cycle__gb_2.mp3
cycle,/definition/english/cycle_2,verb,a2,/media/english/us_pron/c/cyc/cycle/cycle__us_1.mp3,/media/english/uk_pron/c/cyc/cycle/cycle__gb_2.mp3
cynical,/definition/english/cynical,adjective,c1,/media/english/us_pron/c/cyn/cynic/cynical__us_1.mp3,/media/english/uk_pron/c/cyn/cynic/cynical__gb_1.mp3
dad,/definition/english/dad,noun,a1,/media/english/us_pron/d/dad/dad__/dad__us_1.mp3,/media/english/uk_pron/d/dad/dad_1/dad_1_gb_1.mp3
daily,/definition/english/daily_1,adjective,a2,/media/english/us_pron/d/dai/daily/daily__us_1.mp3,/media/english/uk_pron/d/dai/daily/daily__gb_1.mp3
daily,/definition/english/daily_2,adverb,b1,/media/english/us_pron/d/dai/daily/daily__us_1.mp3,/media/english/uk_pron/d/dai/daily/daily__gb_1.mp3
dairy,/definition/english/dairy_2,adjective,b2,/media/english/us_pron/d/dai/dairy/dairy__us_1.mp3,/media/english/uk_pron/d/dai/dairy/dairy__gb_1.mp3
dairy,/definition/english/dairy_1,noun,b2,/media/english/us_pron/d/dai/dairy/dairy__us_1.mp3,/media/english/uk_pron/d/dai/dairy/dairy__gb_1.mp3
dam,/definition/english/dam_1,noun,c1,/media/english/us_pron/d/dam/dam__/dam__us_1.mp3,/media/english/uk_pron/d/dam/dam__/dam__gb_1.mp3
damage,/definition/english/damage_1,noun,b1,/media/english/us_pron/d/dam/damag/damage__us_1.mp3,/media/english/uk_pron/d/dam/damag/damage__gb_2.mp3
damage,/definition/english/damage_2,verb,b1,/media/english/us_pron/d/dam/damag/damage__us_1.mp3,/media/english/uk_pron/d/dam/damag/damage__gb_2.mp3
damaging,/definition/english/damaging,adjective,c1,/media/english/us_pron/d/dam/damag/damaging__us_1.mp3,/media/english/uk_pron/d/dam/damag/damaging__gb_1.mp3
dance,/definition/english/dance_1,noun,a1,/media/english/us_pron/d/dan/dance/dance__us_1.mp3,/media/english/uk_pron/d/dan/dance/dance__gb_1.mp3
dance,/definition/english/dance_2,verb,a1,/media/english/us_pron/d/dan/dance/dance__us_1.mp3,/media/english/uk_pron/d/dan/dance/dance__gb_1.mp3
dancer,/definition/english/dancer,noun,a1,/media/english/us_pron/d/dan/dance/dancer__us_1.mp3,/media/english/uk_pron/d/dan/dance/dancer__gb_1.mp3
dancing,/definition/english/dancing,noun,a1,/media/english/us_pron/d/dan/danci/dancing__us_1.mp3,/media/english/uk_pron/d/dan/danci/dancing__gb_3.mp3
danger,/definition/english/danger,noun,a2,/media/english/us_pron/d/dan/dange/danger__us_1.mp3,/media/english/uk_pron/d/dan/dange/danger__gb_1.mp3
dangerous,/definition/english/dangerous,adjective,a1,/media/english/us_pron/d/dan/dange/dangerous__us_1.mp3,/media/english/uk_pron/d/dan/dange/dangerous__gb_1.mp3
dare,/definition/english/dare_1,verb,b2,/media/english/us_pron/d/dar/dare_/dare__us_1.mp3,/media/english/uk_pron/d/dar/dare_/dare__gb_1.mp3
dark,/definition/english/dark_1,adjective,a1,/media/english/us_pron/d/dar/dark_/dark__us_1.mp3,/media/english/uk_pron/d/dar/dark_/dark__gb_1.mp3
dark,/definition/english/dark_2,noun,a2,/media/english/us_pron/d/dar/dark_/dark__us_1.mp3,/media/english/uk_pron/d/dar/dark_/dark__gb_1.mp3
darkness,/definition/english/darkness,noun,b2,/media/english/us_pron/d/dar/darkn/darkness__us_1.mp3,/media/english/uk_pron/d/dar/darkn/darkness__gb_1.mp3
data,/definition/english/data,noun,a2,/media/english/us_pron/d/dat/data_/data__us_3_rr.mp3,/media/english/uk_pron/d/dat/data_/data__gb_5.mp3
database,/definition/english/database,noun,b2,/media/english/us_pron/d/dat/datab/database__us_1_rr.mp3,/media/english/uk_pron/d/dat/datab/database__gb_1.mp3
date,/definition/english/date_1,noun,a1,/media/english/us_pron/d/dat/date_/date__us_1.mp3,/media/english/uk_pron/d/dat/date_/date__gb_1.mp3
date,/definition/english/date_2,verb,b2,/media/english/us_pron/d/dat/date_/date__us_1.mp3,/media/english/uk_pron/d/dat/date_/date__gb_1.mp3
daughter,/definition/english/daughter,noun,a1,/media/english/us_pron/d/dau/daugh/daughter__us_1.mp3,/media/english/uk_pron/d/dau/daugh/daughter__gb_2.mp3
dawn,/definition/english/dawn_1,noun,c1,/media/english/us_pron/d/daw/dawn_/dawn__us_1.mp3,/media/english/uk_pron/d/daw/dawn_/dawn__gb_1.mp3
day,/definition/english/day,noun,a1,/media/english/us_pron/d/day/day__/day__us_1.mp3,/media/english/uk_pron/d/day/day__/day__gb_2.mp3
dead,/definition/english/dead_1,adjective,a2,/media/english/us_pron/d/dea/dead_/dead__us_1.mp3,/media/english/uk_pron/d/dea/dead_/dead__gb_1.mp3
deadline,/definition/english/deadline,noun,b2,/media/english/us_pron/d/dea/deadl/deadline__us_1.mp3,/media/english/uk_pron/d/dea/deadl/deadline__gb_2.mp3
deadly,/definition/english/deadly_1,adjective,b2,/media/english/us_pron/d/dea/deadl/deadly__us_1.mp3,/media/english/uk_pron/d/dea/deadl/deadly__gb_1.mp3
deal,/definition/english/deal_2,noun,b1,/media/english/us_pron/d/dea/deal_/deal__us_1.mp3,/media/english/uk_pron/d/dea/deal_/deal__gb_1.mp3
deal,/definition/english/deal_1,verb,a2,/media/english/us_pron/d/dea/deal_/deal__us_1.mp3,/media/english/uk_pron/d/dea/deal_/deal__gb_1.mp3
dealer,/definition/english/dealer,noun,b2,/media/english/us_pron/d/dea/deale/dealer__us_1.mp3,/media/english/uk_pron/d/dea/deale/dealer__gb_2.mp3
dear,/definition/english/dear_1,adjective,a1,/media/english/us_pron/d/dea/dear_/dear__us_1.mp3,/media/english/uk_pron/d/dea/dear_/dear__gb_2.mp3
dear,/definition/english/dear_2,exclamation,a2,/media/english/us_pron/d/dea/dear_/dear__us_1.mp3,/media/english/uk_pron/d/dea/dear_/dear__gb_2.mp3
death,/definition/english/death,noun,a2,/media/english/us_pron/d/dea/death/death__us_1.mp3,/media/english/uk_pron/d/dea/death/death__gb_1.mp3
debate,/definition/english/debate_1,noun,b2,/media/english/us_pron/d/deb/debat/debate__us_1.mp3,/media/english/uk_pron/d/deb/debat/debate__gb_2.mp3
debate,/definition/english/debate_2,verb,b2,/media/english/us_pron/d/deb/debat/debate__us_1.mp3,/media/english/uk_pron/d/deb/debat/debate__gb_2.mp3
debris,/definition/english/debris,noun,c1,/media/english/us_pron/d/deb/debri/debris__us_1_rr.mp3,/media/english/uk_pron/d/deb/debri/debris__gb_4.mp3
debt,/definition/english/debt,noun,b2,/media/english/us_pron/d/deb/debt_/debt__us_1.mp3,/media/english/uk_pron/d/deb/debt_/debt__gb_2.mp3
debut,/definition/english/debut_1,noun,c1,/media/english/us_pron/d/deb/debut/debut__us_1_rr.mp3,/media/english/uk_pron/d/deb/debut/debut__gb_1.mp3
decade,/definition/english/decade,noun,b1,/media/english/us_pron/d/dec/decad/decade__us_4.mp3,/media/english/uk_pron/d/dec/decad/decade__gb_3.mp3
December,/definition/english/december,noun,a1,/media/english/us_pron/d/dec/decem/december__us_2.mp3,/media/english/uk_pron/d/dec/decem/december_1_gb_2.mp3
decent,/definition/english/decent,adjective,b2,/media/english/us_pron/d/dec/decen/decent__us_1.mp3,/media/english/uk_pron/d/dec/decen/decent__gb_1.mp3
decide,/definition/english/decide,verb,a1,/media/english/us_pron/d/dec/decid/decide__us_2.mp3,/media/english/uk_pron/d/dec/decid/decide__gb_1.mp3
decision,/definition/english/decision,noun,a2,/media/english/us_pron/d/dec/decis/decision__us_4.mp3,/media/english/uk_pron/d/dec/decis/decision__gb_1.mp3
decision-making,/definition/english/decision-making,noun,c1,/media/english/us_pron/d/dec/decis/decision_making_1_us_1.mp3,/media/english/uk_pron/d/dec/decis/decision_making_1_gb_1.mp3
decisive,/definition/english/decisive,adjective,c1,/media/english/us_pron/d/dec/decis/decisive__us_1.mp3,/media/english/uk_pron/d/dec/decis/decisive__gb_1.mp3
deck,/definition/english/deck_1,noun,b2,/media/english/us_pron/d/dec/deck_/deck__us_1.mp3,/media/english/uk_pron/d/dec/deck_/deck__gb_1.mp3
declaration,/definition/english/declaration,noun,c1,/media/english/us_pron/d/dec/decla/declaration__us_1.mp3,/media/english/uk_pron/d/dec/decla/declaration__gb_2.mp3
declare,/definition/english/declare,verb,b2,/media/english/us_pron/d/dec/decla/declare__us_2.mp3,/media/english/uk_pron/d/dec/decla/declare__gb_3.mp3
decline,/definition/english/decline_2,noun,b2,/media/english/us_pron/d/dec/decli/decline__us_2.mp3,/media/english/uk_pron/d/dec/decli/decline__gb_2.mp3
decline,/definition/english/decline_1,verb,b2,/media/english/us_pron/d/dec/decli/decline__us_2.mp3,/media/english/uk_pron/d/dec/decli/decline__gb_2.mp3
decorate,/definition/english/decorate,verb,b1,/media/english/us_pron/d/dec/decor/decorate__us_1.mp3,/media/english/uk_pron/d/dec/decor/decorate__gb_3.mp3
decoration,/definition/english/decoration,noun,b2,/media/english/us_pron/d/dec/decor/decoration__us_2.mp3,/media/english/uk_pron/d/dec/decor/decoration__gb_2.mp3
decrease,/definition/english/decrease_2,noun,b2,/media/english/us_pron/d/dec/decre/decrease__us_3_rr.mp3,/media/english/uk_pron/d/dec/decre/decrease__gb_3.mp3
decrease,/definition/english/decrease_1,verb,b2,/media/english/us_pron/d/dec/decre/decrease__us_4_rr.mp3,/media/english/uk_pron/d/dec/decre/decrease__gb_4.mp3
dedicated,/definition/english/dedicated,adjective,c1,/media/english/us_pron/d/ded/dedic/dedicated__us_1.mp3,/media/english/uk_pron/d/ded/dedic/dedicated__gb_1.mp3
dedication,/definition/english/dedication,noun,c1,/media/english/us_pron/d/ded/dedic/dedication__us_1.mp3,/media/english/uk_pron/d/ded/dedic/dedication__gb_1.mp3
deed,/definition/english/deed_2,noun,c1,/media/english/us_pron/d/dee/deed_/deed__us_1.mp3,/media/english/uk_pron/d/dee/deed_/deed__gb_1.mp3
deem,/definition/english/deem,verb,c1,/media/english/us_pron/d/dee/deem_/deem__us_1.mp3,/media/english/uk_pron/d/dee/deem_/deem__gb_1.mp3
deep,/definition/english/deep_1,adjective,a2,/media/english/us_pron/d/dee/deep_/deep__us_1.mp3,/media/english/uk_pron/d/dee/deep_/deep__gb_2.mp3
deep,/definition/english/deep_2,adverb,b1,/media/english/us_pron/d/dee/deep_/deep__us_1.mp3,/media/english/uk_pron/d/dee/deep_/deep__gb_2.mp3
deeply,/definition/english/deeply,adverb,b2,/media/english/us_pron/d/dee/deepl/deeply__us_3.mp3,/media/english/uk_pron/d/dee/deepl/deeply__gb_1.mp3
default,/definition/english/default_1,noun,c1,/media/english/us_pron/d/def/defau/default__us_1.mp3,/media/english/uk_pron/d/def/defau/default__gb_1.mp3
defeat,/definition/english/defeat_2,noun,b2,/media/english/us_pron/d/def/defea/defeat__us_1.mp3,/media/english/uk_pron/d/def/defea/defeat__gb_1.mp3
defeat,/definition/english/defeat_1,verb,b2,/media/english/us_pron/d/def/defea/defeat__us_1.mp3,/media/english/uk_pron/d/def/defea/defeat__gb_1.mp3
defect,/definition/english/defect_1,noun,c1,/media/english/us_pron/d/def/defec/defect__us_1_rr.mp3,/media/english/uk_pron/d/def/defec/defect__gb_4.mp3
defence,/definition/english/defence,noun,b2,/media/english/us_pron/d/def/defen/defence__us_12.mp3,/media/english/uk_pron/d/def/defen/defence__gb_1.mp3
defend,/definition/english/defend,verb,b2,/media/english/us_pron/d/def/defen/defend__us_4.mp3,/media/english/uk_pron/d/def/defen/defend__gb_1.mp3
defender,/definition/english/defender,noun,b2,/media/english/us_pron/d/def/defen/defender__us_1.mp3,/media/english/uk_pron/d/def/defen/defender__gb_2.mp3
defensive,/definition/english/defensive_1,adjective,c1,/media/english/us_pron/d/def/defen/defensive__us_1.mp3,/media/english/uk_pron/d/def/defen/defensive__gb_1.mp3
deficiency,/definition/english/deficiency,noun,c1,/media/english/us_pron/d/def/defic/deficiency__us_1.mp3,/media/english/uk_pron/d/def/defic/deficiency__gb_1.mp3
deficit,/definition/english/deficit,noun,c1,/media/english/us_pron/d/def/defic/deficit__us_1.mp3,/media/english/uk_pron/d/def/defic/deficit__gb_1.mp3
define,/definition/english/define,verb,b1,/media/english/us_pron/d/def/defin/define__us_2.mp3,/media/english/uk_pron/d/def/defin/define__gb_2.mp3
definite,/definition/english/definite_1,adjective,b1,/media/english/us_pron/d/def/defin/definite__us_1.mp3,/media/english/uk_pron/d/def/defin/definite__gb_1.mp3
definitely,/definition/english/definitely,adverb,a2,/media/english/us_pron/d/def/defin/definitely__us_2.mp3,/media/english/uk_pron/d/def/defin/definitely__gb_3.mp3
definition,/definition/english/definition,noun,b1,/media/english/us_pron/d/def/defin/definition__us_1.mp3,/media/english/uk_pron/d/def/defin/definition__gb_2.mp3
defy,/definition/english/defy,verb,c1,/media/english/us_pron/d/def/defy_/defy__us_1.mp3,/media/english/uk_pron/d/def/defy_/defy__gb_1.mp3
degree,/definition/english/degree,noun,a2,/media/english/us_pron/d/deg/degre/degree__us_2.mp3,/media/english/uk_pron/d/deg/degre/degree__gb_2.mp3
delay,/definition/english/delay_1,noun,b2,/media/english/us_pron/d/del/delay/delay__us_2.mp3,/media/english/uk_pron/d/del/delay/delay__gb_1.mp3
delay,/definition/english/delay_2,verb,b2,/media/english/us_pron/d/del/delay/delay__us_2.mp3,/media/english/uk_pron/d/del/delay/delay__gb_1.mp3
delegate,/definition/english/delegate_1,noun,c1,/media/english/us_pron/d/del/deleg/delegate__us_1.mp3,/media/english/uk_pron/d/del/deleg/delegate__gb_1.mp3
delegation,/definition/english/delegation,noun,c1,/media/english/us_pron/d/del/deleg/delegation__us_1.mp3,/media/english/uk_pron/d/del/deleg/delegation__gb_1.mp3
delete,/definition/english/delete_1,verb,b2,/media/english/us_pron/d/del/delet/delete__us_1.mp3,/media/english/uk_pron/d/del/delet/delete__gb_2.mp3
deliberate,/definition/english/deliberate_1,adjective,b2,/media/english/us_pron/d/del/delib/deliberate__us_2_rr.mp3,/media/english/uk_pron/d/del/delib/deliberate__gb_4.mp3
deliberately,/definition/english/deliberately,adverb,b2,/media/english/us_pron/d/del/delib/deliberately__us_2_rr.mp3,/media/english/uk_pron/d/del/delib/deliberately__gb_2.mp3
delicate,/definition/english/delicate,adjective,c1,/media/english/us_pron/d/del/delic/delicate__us_1.mp3,/media/english/uk_pron/d/del/delic/delicate__gb_1.mp3
delicious,/definition/english/delicious,adjective,a1,/media/english/us_pron/d/del/delic/delicious__us_2.mp3,/media/english/uk_pron/d/del/delic/delicious__gb_1.mp3
delight,/definition/english/delight_1,noun,b2,/media/english/us_pron/d/del/delig/delight__us_1.mp3,/media/english/uk_pron/d/del/delig/delight__gb_1.mp3
delight,/definition/english/delight_2,verb,b2,/media/english/us_pron/d/del/delig/delight__us_1.mp3,/media/english/uk_pron/d/del/delig/delight__gb_1.mp3
delighted,/definition/english/delighted,adjective,b2,/media/english/us_pron/d/del/delig/delighted__us_3.mp3,/media/english/uk_pron/d/del/delig/delighted__gb_1.mp3
deliver,/definition/english/deliver,verb,b1,/media/english/us_pron/d/del/deliv/deliver__us_2.mp3,/media/english/uk_pron/d/del/deliv/deliver__gb_2.mp3
delivery,/definition/english/delivery,noun,b2,/media/english/us_pron/d/del/deliv/delivery__us_1_rr.mp3,/media/english/uk_pron/d/del/deliv/delivery__gb_2.mp3
demand,/definition/english/demand_1,noun,b2,/media/english/us_pron/d/dem/deman/demand__us_2.mp3,/media/english/uk_pron/d/dem/deman/demand__gb_1.mp3
